name,type,description
Carpinus caroliniana pollen,biotech,
Picea pungens pollen,biotech,
"Starch, tapioca",biotech,
Larix occidentalis pollen,biotech,
Trichophyton rubrum,biotech,
Salix lucida ssp. lasiandra pollen,biotech,
Venison,biotech,
Black walnut,biotech,
Artemisia dracunculus pollen,biotech,
Pinus banksiana pollen,biotech,
Pinus resinosa pollen,biotech,
Pinus nigra pollen,biotech,
Pinus thunbergii pollen,biotech,
Carya tomentosa pollen,biotech,
Iva annua pollen,biotech,
Bassia scoparia pollen,biotech,
Cyclachaena xanthifolia pollen,biotech,
Cochliobolus lunatus,biotech,
Haematonectria haematococca,biotech,
Chrysonilia sitophila,biotech,
Pleospora betae,biotech,
Puccinia striiformis var. striiformis,biotech,
Bassia hyssopifolia pollen,biotech,
Brassica rapa pollen,biotech,
,biotech,
Dicoria canescens pollen,biotech,
Krascheninnikovia lanata pollen,biotech,
Ambrosia ambrosioides pollen,biotech,
Ambrosia chamissonis pollen,biotech,
Koeleria macrantha pollen,biotech,
Phoenix dactylifera pollen,biotech,
Quercus dumosa pollen,biotech,
Suaeda moquinii pollen,biotech,
Tilia cordata pollen,biotech,
Apis mellifera venom,biotech,
Vespula maculifrons venom protein,biotech,
Dolichovespula arenaria venom protein,biotech,
Dolichovespula maculata venom protein,biotech,
Polistes fuscatus venom protein,biotech,
Hordeum vulgare pollen,biotech,
Agrostis stolonifera pollen,biotech,
Phalaris minor pollen,biotech,
Lolium perenne subsp. multiflorum pollen,biotech,
Sorghum bicolor subsp. bicolor pollen,biotech,
Sorghum bicolor subsp. drummondii pollen,biotech,
Amphiachyris dracunculoides pollen,biotech,
,biotech,
Neurospora sitophila,biotech,
Trichophyton tonsurans,biotech,
Tanacetum cinerariifolium flower,biotech,
Largemouth bass,biotech,
Cocoa,biotech,
Blue crab,biotech,
Barley malt,biotech,
Radish,biotech,
Sage,biotech,
Thyme,biotech,
Peppermint,biotech,
Pseudotsuga menziesii pollen,biotech,
Maclura pomifera pollen,biotech,
Hepatitis A Vaccine,biotech,
Haemophilus influenzae type b strain 20752 capsular polysaccharide tetanus toxoid conjugate antigen,biotech,
"Bordetella pertussis toxoid antigen (formaldehyde, glutaraldehyde inactivated)",biotech,
Human papillomavirus type 16 L1 capsid protein residues 2-471 antigen,biotech,
Autologous cultured chondrocytes,biotech,
"Influenza A virus A/brisbane/10/2010 (H1N1) antigen (mdck cell derived, propiolactone inactivated)",biotech,
Anthrax vaccine,biotech,
Ulmus parvifolia pollen,biotech,
Cytisus scoparius flowering top,biotech,
"Quahog, unspecified",biotech,
"Cod, unspecified",biotech,
"Salmon, unspecified",biotech,
Canis lupus familiaris dander,biotech,
Equus caballus dander,biotech,
Aspergillus nidulans,biotech,
Dendryphiella vinosa,biotech,
Solenopsis richteri,biotech,
Polistes annularis venom protein,biotech,
Polistes exclamans venom protein,biotech,
Polistes metricus venom protein,biotech,
Vespula germanica venom protein,biotech,
Vespula pensylvanica venom protein,biotech,
Vespula squamosa venom protein,biotech,
Vespula vulgaris venom protein,biotech,
Influenza A virus A/bolivia/559/2013 (H1N1) live (attenuated) antigen,biotech,
Salmonella typhi ty21a live antigen,biotech,
Azficel-T,biotech,
Human cord blood hematopoietic progenitor cell,biotech,
Stannous chloride,small molecule,
Mineral oil,small molecule,
Petrolatum,small molecule,
Carboxymethylcellulose,small molecule,
Polyvinyl alcohol,small molecule,
Povidone,small molecule,
Octisalate,small molecule,
Polysorbate 80,small molecule,
Homosalate,small molecule,
Pancrelipase amylase,biotech,
Pancrelipase protease,biotech,
Selenic acid,small molecule,
Phenyl salicylate,small molecule,
Hydrogen fluoride,small molecule,
Cetylpyridinium,small molecule,
Dimethicone,small molecule,
Hypromellose,small molecule,
Polyethylene glycol 400,small molecule,
Trolamine salicylate,small molecule,
Silver nitrate,small molecule,
Aluminum chloride,small molecule,
Coal tar,small molecule,
Resorcinol,small molecule,
Cocoa butter,small molecule,
Pyrethrum extract,small molecule,
Shark liver oil,small molecule,
Docusate,small molecule,
Potassium nitrate,small molecule,
Hydrogen peroxide,small molecule,
Stannous fluoride,small molecule,
Calcium Citrate,small molecule,
Vitamin D,small molecule,
Desirudin,biotech,
Meradimate,small molecule,
Plantago seed,biotech,
Potassium bicarbonate,small molecule,
Allantoin,small molecule,
N-acetyltyrosine,small molecule,
Sulfur hexafluoride,small molecule,
Benzalkonium,small molecule,
Potassium bitartrate,small molecule,
Aluminum sesquichlorohydrate,small molecule,
Chlorine,small molecule,
Magnesium citrate,small molecule,
Witch hazel,biotech,
Lanolin,small molecule,
Castor oil,small molecule,
Eucalyptus oil,small molecule,
Ensulizole,small molecule,
Aluminum zirconium trichlorohydrex gly,small molecule,
Undecylenate,small molecule,
Ammonia,small molecule,
Sodium iodide,small molecule,
Turpentine,small molecule,
Chloroxylenol,small molecule,
Hypochlorite,small molecule,
Racepinephrine,small molecule,
Benzethonium,small molecule,
Calcium gluconate,small molecule,
Selenious acid,small molecule,
Ammonium molybdate,small molecule,
Carbamide peroxide,small molecule,
Opium,small molecule,
Capsicum oleoresin,biotech,
Silicon dioxide,small molecule,
Omega-3 fatty acids,small molecule,
Cupric oxide,small molecule,
Selenium,small molecule,
Chromium,small molecule,
Molybdenum,small molecule,
Chromium Cr-51,small molecule,
Manganese gluconate,small molecule,
Selenomethionine,small molecule,
Cresol,small molecule,
Oxyquinoline,small molecule,
Aluminum zirconium pentachlorohydrate,small molecule,
Butamben,small molecule,
Aluminum zirconium tetrachlorohydrex gly,small molecule,
Barium sulfate,small molecule,
Sodium hydroxide,small molecule,
Trichloroacetate,small molecule,
Potassium hydroxide,small molecule,
Zinc citrate,small molecule,
Triclocarban,small molecule,
Pyrantel,small molecule,
Anthralin,small molecule,
Pectin,small molecule,
Sodium sulfide,small molecule,
Phenyltoloxamine,small molecule,
Polyethylene glycol 300,small molecule,
Picrate,small molecule,
Bicisate,small molecule,
Rosin,small molecule,
Antithrombin Alfa,biotech,
Calcium threonate,small molecule,
Ferrous asparto glycinate,small molecule,
Ferric sulfate,small molecule,
Sesame oil,small molecule,
2-(l-menthoxy)ethanol,small molecule,
Zinc picolinate,small molecule,
Zeaxanthin,small molecule,
Polysorbate 20,small molecule,
Exametazime,small molecule,
Tetrofosmin,small molecule,
Homatropine,small molecule,
Rose bengal,small molecule,
Light green SF yellowish,small molecule,
Oftasceine,small molecule,
Sulisobenzone,small molecule,
Pentoxyverine,small molecule,
Magnesium glycinate,small molecule,
Pantethine,small molecule,
Cobamamide,small molecule,
Papain,small molecule,
Xylitol,small molecule,
Ferrous cysteine glycinate,small molecule,
Peppermint oil,small molecule,
Sage oil,small molecule,
Aluminum zirconium octachlorohydrex gly,small molecule,
Menthyl salicylate,small molecule,
N-alkyl ethylbenzyl dimethyl ammonium (C12-C14),small molecule,
Boron,small molecule,
Panthenol,small molecule,
Alcloxa,small molecule,
Bemotrizinol,small molecule,
Amiloxate,small molecule,
Aluminum chlorohydrex propylene glycol,small molecule,
Iron protein succinylate,small molecule,
Ferrous bisglycinate,small molecule,
Arbutin,small molecule,
Tea tree oil,small molecule,
Enzacamene,small molecule,
Octacosanol,small molecule,
Dioxybenzone,small molecule,
Benzoin resin,biotech,
Peg-100 stearate,small molecule,
Ethylhexyl methoxycrylene,small molecule,
Methyl cellulose,small molecule,
Padimate A,small molecule,
Magnesium Aluminum Silicate,small molecule,
Lycopene,small molecule,
Poliglusam,small molecule,
Thonzylamine,small molecule,
Trypsin,small molecule,
Borage oil,small molecule,
Aluminum sulfate,small molecule,
Gelatin,small molecule,
Ethyl macadamiate,small molecule,
Cyclomethicone 5,small molecule,
Copper gluconate,small molecule,
Zinc gluconate,small molecule,
Glyceryl monostearate,small molecule,
Tocopherol,small molecule,
Poloxamer 407,small molecule,
Xanthan gum,small molecule,
Hexylresorcinol,small molecule,
Chromium picolinate,small molecule,
Levomefolic acid,small molecule,
Fluoride ion,small molecule,
Ceramide 3,small molecule,
Diosmetin,small molecule,
Diacetyl benzoyl lathyrol,small molecule,
Atractylodes japonica root,small molecule,
Bisoctrizole,small molecule,
Polydatin,small molecule,
Calcium glycerophosphate,small molecule,
Curcuma xanthorrhiza oil,biotech,
Sea salt,small molecule,
Triethoxycaprylylsilane,small molecule,
Protocatechualdehyde,small molecule,
Diethylamino hydroxybenzoyl hexyl benzoate,small molecule,
Atractylodes japonica root oil,small molecule,
Polysilicone-15,small molecule,
Methyl undecenoyl leucinate,small molecule,
Dihydroergocornine,small molecule,
Dihydro-alpha-ergocryptine,small molecule,
Epicriptine,small molecule,
Pine needle oil (pinus mugo),small molecule,
Aluminum zirconium pentachlorohydrex gly,small molecule,
DL-Methylephedrine,small molecule,
Brilliant green cation,small molecule,
Diethyltoluamide,small molecule,
DL-dimyristoylphosphatidylcholine,small molecule,
DL-dimyristoylphosphatidylglycerol,small molecule,
Colloidal oatmeal,biotech,
Rice bran oil,small molecule,
Coccidioides immitis spherule,biotech,
Trichophyton verrucosum,small molecule,
Prezatide,small molecule,
,small molecule,
Vanillyl butyl ether,small molecule,
Thrombin,biotech,
Curcuma aromatica root oil,small molecule,
Hydrogenated soybean oil,small molecule,
Phenoxyethanol,small molecule,
Quaternium-18,small molecule,
Prothrombin,biotech,
Protein C,biotech,
Methscopolamine,small molecule,
"1,2-Docosahexanoyl-sn-glycero-3-phosphoserine",small molecule,
Cod liver oil,small molecule,
Glycol salicylate,small molecule,
Nonivamide,small molecule,
Boric acid,small molecule,
Dipyrithione,small molecule,
Tetradecyl hydrogen sulfate (ester),small molecule,
C11-12 isoparaffin,small molecule,
Factor IX Complex (Human),biotech,
1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)),small molecule,
Sinapultide,small molecule,
Poloxamer 188,small molecule,
Kinetin,small molecule,
Zeatin,small molecule,
Clove oil,small molecule,
Ubiquinol,small molecule,
Ichthammol,small molecule,
Aluminum oxide,small molecule,
Silanol,small molecule,
(+)-menthol,small molecule,
(S)-camphor,small molecule,
Rubidium,small molecule,
Calcium Phosphate,small molecule,
Cetyl ethylhexanoate,small molecule,
Cocamidopropyl betaine,small molecule,
Ascorbyl phosphate,small molecule,
Propolis wax,small molecule,
Polyquaternium-10 (400 cps at 2%),small molecule,
Linseed oil,small molecule,
Evening primrose oil,small molecule,
Guaiacol,small molecule,
Lactobacillus plantarum,small molecule,
Betula pendula tar oil,small molecule,
Selexipag,small molecule,
Alectinib,small molecule,
Pidotimod,small molecule,
Sennosides,small molecule,
Roquinimex,small molecule,
Cefroxadine,small molecule,
Chlorophetanol,small molecule,
Alfaxalone,small molecule,
Azaperone,small molecule,
Chlorobutanol,small molecule,
Diclazuril,small molecule,
Emodepside,small molecule,
Fenprostalene,small molecule,
Imidacloprid,small molecule,
Moxidectin,small molecule,
Oxfendazole,small molecule,
Poloxalene,small molecule,
Prostalene,small molecule,
Robenacoxib,small molecule,
Rotenone,small molecule,
Squalene,small molecule,
Tilmicosin,small molecule,
Xylazine,small molecule,
Atipamezole,small molecule,
Balsam of Peru,small molecule,
Nalorphine,small molecule,
Sarafloxacin,small molecule,
Deslorelin,small molecule,
Dihydrostreptomycin,small molecule,
Masitinib,small molecule,
Toluene,small molecule,
Lesinurad,small molecule,
Aminacrine,small molecule,
Bicuculline,small molecule,
Sebelipase alfa,biotech,
Insulin peglispro,biotech,
Insulin tregopil,biotech,
Ixekizumab,biotech,
Padimate O,small molecule,
Human Thrombin,biotech,
Thrombin Alfa,biotech,
Aluminum chlorohydrate,small molecule,
Elbasvir,small molecule,
Grazoprevir,small molecule,
Indigotindisulfonic Acid,small molecule,
Hard fat,small molecule,
Light Mineral Oil,small molecule,
Ravulizumab,biotech,
Venetoclax,small molecule,
Thiocolchicoside,small molecule,
Cetalkonium,small molecule,
Pipradrol,small molecule,
Drometrizole trisiloxane,small molecule,
Asunaprevir,small molecule,
Etafedrine,small molecule,
Carbon monoxide,small molecule,
Neon,small molecule,
Thimerosal,small molecule,
Bilastine,small molecule,
Nitrocefin,small molecule,
Isatoic anhydride,small molecule,
Domiphen,small molecule,
Atezolizumab,biotech,
Levoleucovorin,small molecule,
Human Rho(D) immune globulin,biotech,
Antithrombin III human,biotech,
"Starch, corn",small molecule,
Beeswax,biotech,
Tuberculin Purified Protein Derivative,biotech,
Hydroxyethyl cellulose,small molecule,
Human rabies virus immune globulin,biotech,
Tetanus Immune Globulin,biotech,
Myrrh,small molecule,
Susoctocog alfa,biotech,
Efmoroctocog alfa,biotech,
Eftrenonacog alfa,biotech,
Normethadone,small molecule,
Oxilofrine,small molecule,
Lifitegrast,small molecule,
Velpatasvir,small molecule,
Rupatadine,small molecule,
Pirarubicin,small molecule,
Aclarubicin,small molecule,
Zorubicin,small molecule,
Gestrinone,small molecule,
Neridronic Acid,small molecule,
Human Varicella-Zoster Immune Globulin,biotech,
Dehydrocholic acid,small molecule,
Candoxatrilat,small molecule,
Epoetin delta,biotech,
Perflenapent,small molecule,
Tasonermin,biotech,
Hepatitis B Vaccine (Recombinant),biotech,
Depreotide,small molecule,
Laropiprant,small molecule,
Temoporfin,small molecule,
Eptotermin Alfa,biotech,
Opicapone,small molecule,
Isavuconazole,small molecule,
Colestilan chloride,small molecule,
Tocofersolan,small molecule,
Nomegestrol,small molecule,
Delamanid,small molecule,
Artenimol,small molecule,
Dibotermin alfa,biotech,
Amifampridine,small molecule,
Vinflunine,small molecule,
Pitolisant,small molecule,
Recombinant Cholera Toxin B Subunit,biotech,
Tafamidis,small molecule,
PF-4191834,small molecule,
Conatumumab,biotech,
Incyclinide,small molecule,
Afuresertib,small molecule,
Lersivirine,small molecule,
HT-0712,small molecule,
Dactolisib,small molecule,
Tucatinib,small molecule,
Bremelanotide,small molecule,
T-2000,small molecule,
Evacetrapib,small molecule,
Rebamipide,small molecule,
Tabalumab,biotech,
QAV-680,small molecule,
Indium,small molecule,
Latanoprostene Bunod,small molecule,
Eptacog alfa pegol (activated),biotech,
Rabusertib,small molecule,
Pictilisib,small molecule,
Psilocybine,small molecule,
BMS-690514,small molecule,
Buparlisib,small molecule,
,small molecule,
Rusalatide acetate,biotech,
Ortataxel,small molecule,
SP-8203,small molecule,
AZD-4877,small molecule,
Curcumin,small molecule,
Pyridoxamine,small molecule,
Equol,small molecule,
Mosapride,small molecule,
Galidesivir,small molecule,
Triheptanoin,small molecule,
Treosulfan,small molecule,
Fruquintinib,small molecule,
Ficlatuzumab,biotech,
,small molecule,
Daprodustat,small molecule,
PF-06282999,small molecule,
APR-246,small molecule,
Figitumumab,biotech,
Iferanserin,small molecule,
E-6201,small molecule,
2-chloroethyl-3-sarcosinamide-1-nitrosourea,small molecule,
Selumetinib,small molecule,
Vonapanitase,biotech,
Naldemedine,small molecule,
AZD-2624,small molecule,
Voclosporin,small molecule,
Ilorasertib,small molecule,
Carnosine,small molecule,
Racecadotril,small molecule,
Pacritinib,small molecule,
Ipragliflozin,small molecule,
Tropisetron,small molecule,
Setmelanotide,small molecule,
Amenamevir,small molecule,
Antineoplaston A10,small molecule,
Acalabrutinib,small molecule,
Adomeglivant,small molecule,
Iomeprol,small molecule,
Raxatrigine,small molecule,
Olaptesed Pegol,small molecule,
Peficitinib,small molecule,
Acetyl hexapeptide-8,small molecule,
Trigonellamide,small molecule,
Navarixin,small molecule,
Tezacaftor,small molecule,
Ruzasvir,small molecule,
Durvalumab,biotech,
Bapineuzumab,biotech,
Misonidazole,small molecule,
Epacadostat,small molecule,
Encorafenib,small molecule,
UK-390957,small molecule,
Angiotensin 1-7,small molecule,
Mitoglitazone,small molecule,
Dutogliptin,small molecule,
Bombesin,small molecule,
Latrepirdine,small molecule,
Encenicline,small molecule,
Endostar,biotech,
GSK-2330672,small molecule,
Ribociclib,small molecule,
Depatuxizumab mafodotin,small molecule,
Lasmiditan,small molecule,
Fedovapagon,small molecule,
Galactose,small molecule,
PF-00489791,small molecule,
Icotinib,small molecule,
Rilmenidine,small molecule,
Vonoprazan,small molecule,
MK-1775,small molecule,
Famitinib,small molecule,
Ebastine,small molecule,
Ipatasertib,small molecule,
Epetraborole,small molecule,
Otenabant,small molecule,
Onartuzumab,biotech,
Barasertib,small molecule,
Benfotiamine,small molecule,
(R)-Praziquantel,small molecule,
Clobetasol,small molecule,
Cabotegravir,small molecule,
Bryostatin 1,small molecule,
Rifamycin,small molecule,
Lirilumab,biotech,
Tetrahydrocannabivarin,small molecule,
Solanezumab,biotech,
Istradefylline,small molecule,
Cenicriviroc,small molecule,
Pevonedistat,small molecule,
Talazoparib,small molecule,
